po_number,item_number,acknowledgement_status,acknowledged_qty,committed_delivery_date,supplier_confirm_number,last_supplier_response_date,response_source,buyer_followup_count
4500000461,00020,ACKNOWLEDGED,386,2026-08-13,SCN627762,2026-05-25,EDI,1
4500000461,00030,ACKNOWLEDGED,1372,2026-07-17,SCN659124,2026-05-15,PHONE_NOTE,1
4500000461,00040,MISSING,0,2026-08-08,,,,5
4500000461,00050,ACKNOWLEDGED,85,2026-07-10,SCN363549,2026-05-21,EMAIL,1
4500000461,00060,ACKNOWLEDGED,28,2026-08-14,SCN352675,2026-05-14,PHONE_NOTE,1
4500000462,00010,MISSING,0,2026-04-03,,,,2
4500000462,00020,ACKNOWLEDGED,1335,2026-05-16,SCN398743,2026-02-24,EDI,1
4500000462,00030,MISSING,0,2026-03-24,,,,1
4500000462,00040,ACKNOWLEDGED,337,2026-03-30,SCN915980,2026-02-28,EDI,0
4500000462,00050,ACKNOWLEDGED,4,2026-04-25,SCN278160,2026-02-22,EMAIL,0
4500000462,00060,PARTIAL,59,2026-04-03,SCN716948,2026-03-03,PHONE_NOTE,3
4500000462,00070,QTY_DISPUTE,412,2026-03-22,SCN674194,2026-03-01,PORTAL,1
4500000463,00010,ACKNOWLEDGED,150,2026-07-14,SCN159853,2026-05-10,PORTAL,1
4500000463,00020,MISSING,0,2026-07-29,,,,1
4500000463,00030,REJECTED,1130,,SCN270982,2026-04-29,PHONE_NOTE,2
4500000463,00040,ACKNOWLEDGED,588,2026-06-27,SCN225127,2026-05-01,PORTAL,1
4500000464,00010,ACKNOWLEDGED,8,2026-07-18,SCN925369,2026-05-04,REGRELLO,2
4500000465,00010,ACKNOWLEDGED,25,2026-06-01,SCN470207,2026-05-15,PHONE_NOTE,2
4500000465,00020,ACKNOWLEDGED,1389,2026-05-23,SCN588228,2026-05-12,PHONE_NOTE,1
4500000465,00030,MISSING,0,2026-07-10,,,,1
4500000465,00040,ACKNOWLEDGED,1531,2026-07-18,SCN650316,2026-05-14,EDI,0
4500000465,00050,ACKNOWLEDGED,208,2026-06-20,SCN526333,2026-05-09,PORTAL,1
4500000466,00010,ACKNOWLEDGED,1299,2026-05-05,SCN913934,2026-05-10,EMAIL,0
4500000466,00020,ACKNOWLEDGED,9,2026-07-14,SCN441742,2026-05-07,PORTAL,1
4500000466,00030,PARTIAL,27,2026-05-13,SCN238223,2026-05-04,PORTAL,2
4500000466,00040,ACKNOWLEDGED,9,2026-06-03,SCN698214,2026-05-04,PHONE_NOTE,1
4500000466,00050,ACKNOWLEDGED,3238,2026-06-14,SCN114834,2026-05-06,EDI,2
4500000467,00010,ACKNOWLEDGED,25,2026-04-13,SCN235494,2026-02-22,EDI,2
4500000467,00020,ACKNOWLEDGED,46,2026-05-13,SCN810702,2026-02-20,EDI,2
4500000467,00030,ACKNOWLEDGED,9,2026-03-30,SCN109491,2026-02-20,PORTAL,1
4500000467,00040,QTY_DISPUTE,97,2026-04-25,SCN152934,2026-02-23,PORTAL,1
4500000468,00010,ACKNOWLEDGED,2273,2026-07-04,SCN370401,2026-05-09,PORTAL,2
4500000469,00010,PARTIAL,13,2026-05-22,SCN199237,2026-04-05,PHONE_NOTE,5
4500000469,00020,MISSING,0,2026-05-26,,,,5
4500000470,00010,MISSING,0,2026-04-04,,,,2
4500000470,00020,ACKNOWLEDGED,18,2026-05-13,SCN357392,2026-03-24,EMAIL,0
4500000470,00030,PARTIAL,1261,2026-04-22,SCN230460,2026-03-18,EMAIL,0
4500000470,00040,ACKNOWLEDGED,756,2026-03-27,SCN991141,2026-03-19,PORTAL,1
4500000471,00010,ACKNOWLEDGED,182,2026-02-14,SCN697344,2026-02-08,PORTAL,1
4500000471,00020,PRICE_DISPUTE,112,2026-04-09,SCN836086,2026-02-09,PORTAL,1
4500000471,00030,ACKNOWLEDGED,9,2026-04-09,SCN825438,2026-02-05,EDI,2
4500000471,00040,ACKNOWLEDGED,2509,2026-02-24,SCN785335,2026-02-09,PORTAL,2
4500000471,00050,PARTIAL,2912,2026-04-09,SCN890788,2026-02-11,EDI,0
4500000471,00060,ACKNOWLEDGED,103,2026-03-13,SCN550341,2026-02-08,EMAIL,0
4500000471,00070,ACKNOWLEDGED,90,2026-02-24,SCN924501,2026-02-05,PHONE_NOTE,1
4500000472,00010,PARTIAL,483,2026-06-06,SCN989133,2026-03-20,EDI,3
4500000472,00020,MISSING,0,2026-06-19,,,,5
4500000472,00030,MISSING,0,2026-06-17,,,,2
4500000472,00040,ACKNOWLEDGED,34,2026-03-28,SCN722805,2026-03-25,EMAIL,2
4500000473,00010,ACKNOWLEDGED,409,2026-05-16,SCN208913,2026-05-08,PHONE_NOTE,0
4500000473,00020,ACKNOWLEDGED,131,2026-06-16,SCN424737,2026-05-07,PHONE_NOTE,2
4500000474,00010,PROMISED_LATE,1757,2026-05-11,SCN940047,2026-03-19,EMAIL,5
4500000474,00020,ACKNOWLEDGED,15,2026-05-14,SCN534745,2026-03-08,REGRELLO,2
4500000475,00010,ACKNOWLEDGED,103,2026-05-06,SCN943867,2026-03-09,EMAIL,1
4500000476,00010,ACKNOWLEDGED,138,2026-04-11,SCN498429,2026-03-22,PHONE_NOTE,2
4500000476,00020,PARTIAL,51,2026-05-03,SCN433428,2026-03-16,PORTAL,3
4500000476,00030,ACKNOWLEDGED,151,2026-05-05,SCN540654,2026-03-17,PHONE_NOTE,1
4500000476,00040,ACKNOWLEDGED,40,2026-06-02,SCN810264,2026-03-14,PORTAL,2
4500000476,00050,ACKNOWLEDGED,1479,2026-05-24,SCN649685,2026-03-18,REGRELLO,0
4500000476,00060,ACKNOWLEDGED,1544,2026-04-07,SCN923785,2026-03-17,REGRELLO,1
4500000477,00010,MISSING,0,2026-03-10,,,,0
4500000477,00020,ACKNOWLEDGED,59,2026-03-01,SCN540566,2026-02-24,EMAIL,2
4500000478,00010,MISSING,0,2026-06-18,,,,0
4500000478,00020,MISSING,0,2026-07-15,,,,4
4500000478,00030,ACKNOWLEDGED,5,2026-07-17,SCN462157,2026-05-03,EDI,1
4500000478,00040,QTY_DISPUTE,276,2026-06-08,SCN489024,2026-05-11,EDI,0
4500000479,00010,PARTIAL,142,2026-06-26,SCN800332,2026-05-29,EDI,0
4500000479,00020,ACKNOWLEDGED,630,2026-07-25,SCN689808,2026-06-01,EDI,2
4500000479,00030,PRICE_DISPUTE,15,2026-08-22,SCN623647,2026-05-28,PORTAL,2
4500000479,00040,ACKNOWLEDGED,58,2026-08-22,SCN755386,2026-05-21,PORTAL,0
4500000479,00050,ACKNOWLEDGED,551,2026-07-01,SCN831758,2026-05-22,PORTAL,0
4500000479,00060,PROMISED_LATE,1336,2026-06-30,SCN264794,2026-05-27,PHONE_NOTE,2
4500000479,00070,ACKNOWLEDGED,1229,2026-08-10,SCN857058,2026-06-01,REGRELLO,1
4500000480,00010,PROMISED_LATE,154,2026-04-09,SCN756419,2026-02-22,EMAIL,0
4500000480,00020,ACKNOWLEDGED,187,2026-02-27,SCN417097,2026-02-23,EDI,1
4500000480,00030,PROMISED_LATE,2547,2026-06-17,SCN854560,2026-02-26,EDI,2
4500000481,00010,PROMISED_LATE,265,2026-06-11,SCN719262,2026-04-26,EDI,5
4500000481,00020,ACKNOWLEDGED,219,2026-07-12,SCN274450,2026-04-28,EMAIL,1
4500000481,00030,ACKNOWLEDGED,29,2026-05-29,SCN276117,2026-05-02,PORTAL,1
4500000481,00040,ACKNOWLEDGED,768,2026-06-10,SCN284049,2026-04-23,REGRELLO,0
4500000481,00050,ACKNOWLEDGED,937,2026-05-05,SCN722363,2026-04-24,EMAIL,1
4500000481,00060,ACKNOWLEDGED,369,2026-06-09,SCN572306,2026-04-28,EDI,2
4500000482,00010,PARTIAL,713,2026-04-14,SCN336444,2026-04-15,PORTAL,5
4500000482,00020,REJECTED,24,,SCN766449,2026-04-16,REGRELLO,2
4500000483,00010,ACKNOWLEDGED,58,2026-04-20,SCN938008,2026-03-13,EMAIL,0
4500000483,00020,PARTIAL,211,2026-04-08,SCN274800,2026-03-13,REGRELLO,2
4500000483,00030,MISSING,0,2026-04-11,,,,1
4500000483,00040,PARTIAL,612,2026-05-25,SCN150560,2026-03-15,PORTAL,0
4500000483,00050,ACKNOWLEDGED,803,2026-03-31,SCN621956,2026-03-15,PHONE_NOTE,0
4500000483,00060,MISSING,0,2026-05-21,,,,4
4500000483,00070,QTY_DISPUTE,13,2026-03-26,SCN765863,2026-03-22,REGRELLO,2
4500000484,00010,PARTIAL,195,2026-07-09,SCN710451,2026-04-28,EDI,1
4500000484,00020,PRICE_DISPUTE,25,2026-06-06,SCN605923,2026-04-29,REGRELLO,2
4500000485,00010,ACKNOWLEDGED,1884,2026-06-06,SCN112552,2026-04-09,EMAIL,0
4500000485,00020,ACKNOWLEDGED,62,2026-05-31,SCN408898,2026-04-10,PORTAL,1
4500000485,00030,MISSING,0,2026-07-06,,,,1
4500000485,00040,MISSING,0,2026-06-20,,,,0
4500000485,00050,MISSING,0,2026-06-26,,,,0
4500000486,00010,PROMISED_LATE,17,2026-08-08,SCN696835,2026-04-23,EDI,1
4500000486,00020,PROMISED_LATE,39,2026-06-04,SCN742726,2026-04-18,EMAIL,3
4500000486,00030,ACKNOWLEDGED,151,2026-06-01,SCN975190,2026-04-15,EDI,2
4500000487,00010,REJECTED,310,,SCN908684,2026-03-31,PHONE_NOTE,0
4500000487,00020,ACKNOWLEDGED,45,2026-06-27,SCN916631,2026-04-01,REGRELLO,1
4500000487,00030,PROMISED_LATE,7,2026-06-11,SCN572243,2026-03-31,EDI,0
4500000488,00010,ACKNOWLEDGED,402,2026-05-20,SCN913797,2026-04-13,EMAIL,0
4500000488,00020,ACKNOWLEDGED,286,2026-06-07,SCN788529,2026-04-13,EMAIL,1
4500000488,00030,ACKNOWLEDGED,476,2026-04-25,SCN708398,2026-04-17,PHONE_NOTE,2
4500000488,00040,PROMISED_LATE,1958,2026-07-25,SCN561427,2026-04-14,EDI,0
4500000488,00050,MISSING,0,2026-07-04,,,,2
4500000488,00060,ACKNOWLEDGED,1889,2026-04-23,SCN271033,2026-04-14,PHONE_NOTE,2
4500000488,00070,MISSING,0,2026-04-20,,,,2
4500000489,00010,PARTIAL,18,2026-05-27,SCN933319,2026-04-07,PHONE_NOTE,5
4500000490,00010,ACKNOWLEDGED,26,2026-03-23,SCN259458,2026-02-10,EMAIL,1
4500000491,00010,MISSING,0,2026-05-20,,,,4
4500000491,00020,PROMISED_LATE,3023,2026-08-26,SCN744147,2026-05-14,EMAIL,0
4500000491,00030,ACKNOWLEDGED,338,2026-07-29,SCN269781,2026-05-13,EMAIL,2
4500000491,00040,ACKNOWLEDGED,429,2026-06-06,SCN755215,2026-05-12,REGRELLO,1
4500000491,00050,QTY_DISPUTE,480,2026-07-28,SCN513941,2026-05-18,EMAIL,0
4500000492,00010,ACKNOWLEDGED,235,2026-04-05,SCN596907,2026-03-15,EMAIL,2
4500000492,00020,PROMISED_LATE,1564,2026-04-07,SCN230460,2026-03-13,REGRELLO,1
4500000492,00030,ACKNOWLEDGED,279,2026-06-02,SCN897677,2026-03-10,EMAIL,2
4500000492,00040,ACKNOWLEDGED,23,2026-04-06,SCN854849,2026-03-18,PORTAL,0
4500000493,00010,PARTIAL,24,2026-03-25,SCN733487,2026-03-04,REGRELLO,4
4500000493,00020,PROMISED_LATE,254,2026-05-24,SCN599545,2026-02-28,REGRELLO,5
4500000493,00030,ACKNOWLEDGED,33,2026-04-04,SCN697723,2026-02-27,EDI,2
4500000493,00040,PROMISED_LATE,1560,2026-03-22,SCN749416,2026-03-04,EMAIL,5
4500000494,00010,ACKNOWLEDGED,462,2026-04-05,SCN811615,2026-03-01,PORTAL,0
4500000494,00020,ACKNOWLEDGED,40,2026-05-08,SCN812979,2026-03-04,EMAIL,0
4500000494,00030,ACKNOWLEDGED,300,2026-04-15,SCN844871,2026-03-04,REGRELLO,0
4500000494,00040,MISSING,0,2026-05-23,,,,0
4500000494,00050,MISSING,0,2026-05-06,,,,3
4500000494,00060,PROMISED_LATE,180,2026-04-04,SCN216340,2026-03-01,REGRELLO,1
4500000495,00010,ACKNOWLEDGED,469,2026-05-08,SCN916335,2026-04-11,REGRELLO,0
4500000496,00010,ACKNOWLEDGED,13,2026-08-06,SCN714291,2026-05-23,PHONE_NOTE,1
4500000496,00020,ACKNOWLEDGED,42,2026-08-05,SCN820735,2026-06-03,PHONE_NOTE,1
4500000496,00030,ACKNOWLEDGED,747,2026-07-25,SCN498752,2026-05-27,PORTAL,1
4500000496,00040,ACKNOWLEDGED,20,2026-06-27,SCN862276,2026-05-29,REGRELLO,1
4500000496,00050,ACKNOWLEDGED,148,2026-07-27,SCN754925,2026-06-02,REGRELLO,1
4500000496,00060,PRICE_DISPUTE,20,2026-06-01,SCN327594,2026-05-29,REGRELLO,0
4500000497,00010,ACKNOWLEDGED,9,2026-04-04,SCN799618,2026-03-07,EMAIL,1
4500000497,00020,MISSING,0,2026-05-23,,,,1
4500000497,00030,ACKNOWLEDGED,380,2026-04-08,SCN721843,2026-03-03,PHONE_NOTE,0
4500000497,00040,ACKNOWLEDGED,881,2026-05-05,SCN575005,2026-03-05,REGRELLO,0
4500000497,00050,ACKNOWLEDGED,356,2026-03-18,SCN465742,2026-02-28,PORTAL,2
4500000498,00010,MISSING,0,2026-04-12,,,,3
4500000498,00020,MISSING,0,2026-04-30,,,,1
4500000498,00030,MISSING,0,2026-03-29,,,,3
4500000498,00040,PARTIAL,155,2026-05-04,SCN367533,2026-03-24,PORTAL,0
4500000498,00050,MISSING,0,2026-05-11,,,,5
4500000498,00060,ACKNOWLEDGED,526,2026-06-15,SCN754471,2026-03-25,EDI,2
4500000499,00010,ACKNOWLEDGED,989,2026-05-08,SCN661739,2026-04-18,REGRELLO,0
4500000499,00020,ACKNOWLEDGED,6,2026-06-17,SCN661745,2026-04-21,PHONE_NOTE,0
4500000499,00030,MISSING,0,2026-05-01,,,,4
4500000499,00040,ACKNOWLEDGED,83,2026-07-14,SCN655551,2026-04-21,EMAIL,0
4500000499,00050,PROMISED_LATE,39,2026-05-31,SCN785540,2026-04-19,REGRELLO,4
4500000499,00060,ACKNOWLEDGED,35,2026-07-14,SCN288696,2026-04-12,EMAIL,0
4500000499,00070,ACKNOWLEDGED,606,2026-05-10,SCN228736,2026-04-13,PHONE_NOTE,0
4500000500,00010,ACKNOWLEDGED,7,2026-06-24,SCN123256,2026-03-28,REGRELLO,1
4500000500,00020,ACKNOWLEDGED,8,2026-04-01,SCN447577,2026-03-26,PORTAL,1
4500000500,00030,MISSING,0,2026-06-03,,,,3
4500000500,00040,PROMISED_LATE,77,2026-07-10,SCN321881,2026-03-27,PORTAL,5
4500000500,00050,ACKNOWLEDGED,67,2026-04-26,SCN490573,2026-04-03,EMAIL,2
4500000500,00060,ACKNOWLEDGED,149,2026-06-04,SCN285404,2026-03-26,PORTAL,1
